,sentences,target
1723,"From: cchung@sneezy.phy.duke.edu (Charles Chung)
Subject: Re: What if the USSR had reached the Moon first?
Lines: 24
Nntp-Posting-Host: bashful.phy.duke.edu

In article <1993Apr20.152819.28186@ke4zv.uucp> gary@ke4zv.uucp (Gary  
Coffman) writes:
> >Why do you think at least a couple centuries before there will
> >be significant commerical activity on the Moon?
> 
> Wishful thinking mostly.
[Lots of stuff about how the commerical moonbase=fantasyland]

Then what do you believe will finally motivate people to leave the  
earth?  I'm not trying to flame you.  I just want to know where you  
stand.

-Chuck
---
*******************************************************************

	Chuck Chung				(919) 660-2539 (O)
	Duke University Dept. of Physics	(919) 684-1517 (H)
	Durham, N.C.      27706			cchung@phy.duke.edu
	
	""If pro is the opposite of con, 
		then what is the opposite of progress?""

*******************************************************************
",1
1724,"From: Dan Gaubatz <dgaubat1@cc.swarthmore.edu>
Subject: Re: Space Marketing -- Boycott
X-Xxmessage-Id: <A81C7BFCE602410B@erewhon.swarthmore.edu>
X-Xxdate: Sun, 16 May 93 04:17:16 GMT
Nntp-Posting-Host: erewhon.swarthmore.edu
Organization: Swarthmore College
Lines: 12

For some reasons we humans think that it is our place to control
everything.  I doubt that space advertising is any worse than any other
kind advertising, but it will be a lot harder to escape, and is probably
the most blatant example yet of our disregard for the fact that we are 
not in fact creaters of the universe.  Annoying little species, aren't we?


**********
Dan Gaubatz (dgaubat1@cc.swarthmore.edu)
Itty Bitty Programmer Guy
The Geometry Forum
Swarthmore College
",1
1725,"From: hammerl@acsu.buffalo.edu (Valerie S. Hammerl)
Subject: Re: Goalie Mask Update
Organization: UB
Lines: 19
Nntp-Posting-Host: lictor.acsu.buffalo.edu

In article <93289@hydra.gatech.EDU> gtd597a@prism.gatech.EDU (Hrivnak) writes:
>
>	Here are the results after three days of voting. Remember 3pts for 
>1st, 2 for 2nd, and 1 for 3rd. Also, you can still turn in votes! And.. if
>the guy isn't a regular goalie or he is retired, please include the team! 
>Thanks for your time, and keep on sending in those votes!

> Glenn Healy (NYI), Tommy Soderstron (???), Ray LeBlanc (USA).
                     ^^^^^^^^^^^^^^^^^^^^^^

Soderstrom plays with Philly, but he doesn't have a moulded mask.
He's got the helmet and cage variety, in white.  Or at least that's
what he wore thirteen hours ago.

-- 
Valerie Hammerl			""Some days I have to remind him he's not 
hammerl@acsu.buffalo.edu	Mario Lemieux.""  Herb Brooks on Claude
acscvjh@ubms.cc.buffalo.edu	Lemieux, top scorer for the Devils, but 
v085pwwpz@ubvms.cc.buffalo.edu  known for taking dumb penalties.
",0
1726,"From: wingo%cspara.decnet@Fedex.Msfc.Nasa.Gov
Subject: Re: HyperKnowledge
Organization: University of Houston
Lines: 45
NNTP-Posting-Host: judy.uh.edu
News-Software: VAX/VMS VNEWS 1.41

In article <1993Apr28.200843.83413@embl-heidelberg.de>, tuparev@EMBL-Heidelberg.DE (Georg Tuparev) writes...
> 
> 
>ANNOUNCEMENT:	The ""HyperKnowledge"" PROJECT for NeXTSTEP
> 
>Motivation
> 
>We are a heterogeneous group of scientists and students who feel that our  
>work is continuously hindered by computer environments dominated by  
>incompatible scientific tools and monstrous software packages (too often  
>claiming to do everything).  

>What we need is an object-oriented scientific environment where the tools  
>we choose to use are integrated without being parts of a closed system,  
>highly interactive, and extendable (both by the addition of our own  
>specialized objects and by combining the available tools - graphically).   
>The use of such an environment should be a natural extension of our work,  
>requiring a very short learning phase and practically no  
>user-documentation.  


I know this is kinda off the subject of sci.space, but not really, I want to
answer this for their, as well as everyone else's information.  What these
people are proposing, by and large already exists and can be purchased today.

It is called labview by National Instruments.  IT is a wonderful object
oriented graphical programming language.  IT has been implemented on
both Mac's PC's and VME unix boxes.  IT is fare superior to any programming
approach that I have ever seen and allowed us to decrease the software
development time for our shuttle payloads by 90 percent.  This program is
not dependendant on specific hardware and already has exensive analysis 
capability.

Why re-invent the wheel on a platform that may not exist? It is a great
idea but look out there at what is available today.  The Hydrogen leak on
the Shuttle was found using this software. All SSME control and simulation
studies, along with the real testing at MSFC is handled with LabVIEW.  There
are tons of applications, with the ability to create ""virtual"" instruments
that can accomplish any specific custom task the maker desires.  With the
addition of IEEE-488 support, the computer becomes a virtual control station,
allowing the graphic representation of remote instrumentation. With serial
I/O support that instrument can be anywhere.  The ground control software
for the main control of SEDSAT 1 will utilize this approach.

Dennis, University of Alabama in Huntsville
",1
1727,"From: mccall@mksol.dseg.ti.com (fred j mccall 575-3539)
Subject: Re: What planets are habitable
Distribution: sci
Organization: Texas Instruments Inc
Lines: 24

In <1993Apr29.114622.1@arc.ug.eds.com> steveg@arc.ug.eds.com writes:

>In article <C659w7.IyD@fs7.ece.cmu.edu>, loss@fs7.ECE.CMU.EDU (Doug Loss) writes:

>>>
>>    Dandridge Cole and Isaac Asimov collaborated on a book titled,
>> ""Habitable Planets for Man"" (I think) in 1964.  It should be available
>> in most good libraries, or through inter-library loan.
>> 

>This is the high-school science version; the original Rand study by
>Stephen H Dole ""Planets for Man"" gives the harder numbers & graphs &
>such (but predates Michael Hart's (& later) work on continuously 
>habitable zones)

Is this still in print or available (other than on loan)?  I remember
reading this many years ago and it's still the best thing I remember
in this vein.

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden
------------------------------------------------------------------------------
Fred.McCall@dseg.ti.com - I don't speak for others and they don't speak for me.
",1
1728,"From: 71160.2356@CompuServe.COM (Larry Krumenaker)
Subject: Ranking of SPACE mailing list
X-Added: Forwarded by Space Digest
Organization: [via International Space University]
Original-Sender: isu@VACATION.VENARI.CS.CMU.EDU
Distribution: sci
Lines: 13

About three weeks ago on the SPACE list, someone was quoting a source on the
relative traffic and rankings of this listserv.  A figure of 88th in
traffic(?) was given.  Unfortunately I did not clip the message and I would
like to know the source of the rankings list.  If anybody still has that
discussion on their disk or knows the source (or is the poster himself!)
I'd appreciate getting that reference.  Being on the road I have temporarily
unsubscribed to the list to cut down mail box stuffing <g> so please reply
via e-mail to lek@aip.org OR 71160.2356@compuserve.com or I won't get your
answer!

Larry Krumenaker
Odyssey Magazine

",1
1729,"From: nsmca@aurora.alaska.edu
Subject: Long Term Space Voyanges and Effect NEwsgroup?
Lines: 12
Nntp-Posting-Host: acad3.alaska.edu
Organization: University of Alaska Fairbanks

I know that alot of how people think and act in a long distance space project
would be much like old tiem explorers, sailors, hunters and such who spent alot
of time alone, isolated, and alone or in minimal surroundings and sopcial
contacts.. Such as the old arctic and antarctic expeditions and such..

I vote for a later on sci.space.medicine or similar newsgroup fro the
discussion of long term missions into space and there affects on humans and
such..

==
Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked

",1
1730,"From: jbh55289@uxa.cso.uiuc.edu (Josh Hopkins)
Subject: LLNL Inflated space stations (was Deployable Space Dock..)
Organization: University of Illinois at Urbana
Lines: 20

kjenks@gothamcity.jsc.nasa.gov writes:

>: In article <1993Apr30.000050.1@aurora.alaska.edu> nsmca@aurora.alaska.edu writes:
>: >Why not build a inflatable space dock.

[discussion of pros and cons deleted]

>These are some of the technical difficulties which the LLNL proposal
>for an inflatable space station dealt with to varying degrees of
>success.

Could someone give me the references to the LLNL proposal?  I've been meaning
to track it down in conjuntion with something I'm working on.  It's not 
directly related to space stations, but I think many of the principles will 
carry over.

-- 
Josh Hopkins                                          jbh55289@uxa.cso.uiuc.edu
		    ""Find a way or make one.""
	             -attributed to Hannibal
",1
1731,"From: paul@fugu.Data-IO.COM (Paul Brownlow)
Subject: Re: 1993 NHL Draft
Organization: Data I/O Corporation
Lines: 11

In article <1993Apr20.184627.4585@newshub.ariel.yorku.ca>, cs902043@ariel.yorku.ca (SHAWN LUDDINGTON) writes:
|> Tampa Bay will either go for a russian Kozlov (I think that's it) or a 
|>     defenseman Rob Niedemeyer (probably spelt the last name wrong)

Rob Niedermayer is a forward (center, I think) with the WHL Medicine Hat
Tigers.  His brother, Scott, is a defenseman (now with the NJ Devils).
-- 
Paul Brownlow				|         Visualize 
Data I/O Corp.  Redmond, WA		|	   Whirled
paul@data-io.com			|	    Peas
					|
",0
1732,"From: yadalle@cs.UAlberta.CA (Yadallee Dave S)
Subject: Re: Oilers for sale??
Nntp-Posting-Host: cab113.cs.ualberta.ca
Reply-To: yadallee@ersys.edmonton.ab.ca,yadalle@amisk.cs.ualberta.ca
Organization: University Of Alberta, Edmonton Canada
Lines: 67

golchowy@alchemy.chem.utoronto.ca (Gerald Olchowy) writes:

>The probability is that the Oilers are not going anywhere.

  Gerald, look at what happened to the Stars; they are off to Dallas.


>Pocklington has chosen this moment to make his ""last"" stand is
>because he is at the moment of maximum advantage...the provincial
>government is months away from a provincial election...it is
>the moment when he has maximum power to convince Northlands
>to give him a better arena deal or a better purchase price...
>and it is before the NHL's new collective agreement with
>the players which might involve some enhanced revenue-sharing.

Gerald, the Alberta election is slated fou 7 June, unless something RE?ALLY goes 
wrong this time!!  Pocklington could end up being THE embarassment of Klein
if he goes ahead with his 'ultimatum'.


>Pocklington is many things...stupid is not one of them.

Gerald,  people still have an axe to grind with this guy.  I CANNOT see him staying for long.

>He can dictate terms...because other cities will pay his
>price if Edmonton doesn't.

But the people in Edmonton won't budge, trust me on this one.

>Edmonton has already ****** up its international airport, and
>surrendered supremacy to Calgary, and over the next few years
>Edmonton is going to take a hard hit from government cutbacks.
>It will screw itself beyond recogniton if it manages to find
>a way to lose its hockey team too...because Northlands wants
>to continue to use the Oilers to subsidize horse racing.

Northlands won't budge ccording to one of the board members, Bruce Campbell.

>However, in this case, about the long-term financial
>viability of the Oilers, the fact is that Pocklington is basically 
>right, regardless of who owns the team, and it is right to provoke
>the crisis now, before the team accumulates millions of dollars
>in losses, or becomes habitually uncompetitive because of lack
>of money.

I haven't heard anything, BUT attendance at the Coliseum was the lowest this 
year.  HINT!!HINT!!  Remeber what I said about a personal vendetta?

>Sather has done his job...the Oilers are poised to be competitive
>again very soon (Al Strachan, one of the most knowledgeble hockey
>writers in Canada in a post-mortem of the Oilers season in
>the Globe and Mail recently agrees with me.)

Gerald, don't blame Sather.  This battle between the peole and Pocklington
started in 1986 and got WORST when Pocklington sold Gretzky.  

There were days when you can shake the hand of Pocklington when he was
respectalbe( I use to do so in 1982 - 1983 season) , but those days are GOE!!

>Gerald

BTW, when following up, please delete name of posting writer.
--
Dave Shariff Yadallee (B. Sc.(Econ/Math) (U of Alberta 1990) )
( yadalle@amisk.cs.ualberta.ca) God Save the Queen, God Bless us All!Remember!
Jesus saves lives from eternal damnation!
Newfoundland, keep good old Clyde, VOTE LIBERAL!
",0
1733,"From: hathaway@stsci.edu
Subject: Re: Vandalizing the sky.
Lines: 32
Organization: Space Telescope Science Institute
Distribution: na

In article <C65LJ5.5Az@fs7.ece.cmu.edu>, loss@fs7.ECE.CMU.EDU (Doug Loss) writes:
>    I didn't want to quote all the stuff that's been said recently, I
> just wanted to add a point.
> 
.. 
> then enforces those rights for them.  Here in the U.S., the constitution
> provides a ""Bill of Rights"" from which most if not all legal rights are
> considered to derive.  I'm sure that most other countries have

These seem hardly like the groups to discuss this in, but HUH??? 
All legitimate power to enforce these rights derives from the consent 
of the governed, not from no steenkin' piece of paper.  Civilized gov'mnt 
is not an autonomous computer program, it's interactive.  The Constitution 
was made by the people and can be trashed by us - it ain't no sacred 
scripture from which rights flow.  Our 'rights' come from our souls. 
And I sure didn't see any request to vote on trashing the sky.  
Again - my opinion only - we keep our rights by using them, not going to 
some court.  

> comparable documents.  If you can persuade a court that you have a right
> to a dark sky derived in some manner from the Bill of Rights (in the
> U.S.), you can prevent (maybe) these billboards from being launched.  To
> keep anyone in the world from launching then gets into international law
> and the International Court of Justice (correct name?) in the Hague,
> something I know little about.
> 
> Doug Loss
> loss@husky.bloomu.edu


Most gracious regards, 
WHH 
",1
1734,"From: steveg@cadkey.com (Steve Gallichio)
Subject: Re: WC 93: Results, April 18
Organization: Cadkey, Inc.
Lines: 19
NNTP-Posting-Host: access.digex.net



Gerald Olchowy (golchowy@alchemy.chem.utoronto.ca) writes:
> Podein is an interesting case...because he was eligible to
> play in Cape Breton in the AHL playoffs like Kovalev, Zubov,
> and Andersson...obviously Sather and Pocklington are not
> the total scrooges everyone makes them out to be...certainly
> in this case they've massively outclassed Paramount and the
> New York Rangers.

What is the policy regarding players and the minor league playoffs versus WC?
I know that the Rangers are holding back Kovalev, Zubov, and Andersson for
Binghamton, but I also know that the Whalers wanted Michael Nylander to play
for Springfield, while Nylander wanted to play for Sweden. The Whalers allowed
the NHL to decide, and the NHL chose the WCs. How does this differ from the
Rangers and Oilers? Did the Whalers have to go through the league, or could
they have forced Nylander to play in Springfield?

-SG
",0
1735,"From: golchowy@alchemy.chem.utoronto.ca (Gerald Olchowy)
Subject: Re: Wings will win
Organization: University of Toronto Chemistry Department
Lines: 47

In article <ragraca.735586800@vela.acs.oakland.edu> ragraca@vela.acs.oakland.edu (Randy A. Graca) writes:
>
>It's true that Vancouver did not make the playoffs for many a year before 
>Quinn came, but in those years the Smythe Division was a lot--I mean *a lot*--
>tougher division than the Norris, also known as the ""Snorris"", division.
>Vancouver had to play Edmonton and Calgary, both very legitimate Stanley
>Cup contenders, eight times a year, while Detroit got to play such 
>powerhouses as Toronto and Minnesota.  Now, Edmonton is hardly even a force
>in the league, and the Smythe even has the mighty San Jose sharks, while

Them thar's fighting words...hardly a force...geez...miss the playoffs
once in 15 years, and even after making the final four 3 times in the
last five years, and everyone thinks its doomsville.

>over this same period of time in which Vancouver was improving, so was 
>everybody in the Norris (except St. Louis).  Detroit had to improve just
>to keep up with the competition in their division.  They had to improve *a
>lot* to get better than their competition in the Norris.
>
>Bryan Murray inherited a team with very little talent.  For really good
>players, they had Yzerman, Burr, and Probert, and that was about it.  (And
>no doubt some will dispute whether Burr and Probert were that good). The
>rest were either very green rookies or washed up veterans.  The only reason
>they got as far as they did in the years before Murray came was due to the
>coaching of Demers, who, at least at first, got every last ounce of effort
>possible out of his team.  Then, even his coaching began to degrade.
>

Fedorov, Primeau, Kozlov, Lidstrom, Sillinger, Konstantinov, Drake,
Kennedy, Racine, and Cheveldae were already in the pipeline due to
Devellano...Murray inherited these guys...in addition to Yzerman,
Probert, Carson, Chiasson, etc.

>There are a number of reasons why Detroit wasn't in as bad a shape standings
>wise when Murray took over as Vanc. was when Quinn took over, some of which
>I outlined above, but Murray did not have any better personnel to work with
>at the outset than did Quinn, with the exception of Yzerman.  And one player
>cannot alone make a team into a Stanley Cup contender, as I'm sure everyone
>reading this will agree.  
>

No...Quinn had far less...Murray took over Detroit at a time to 
take advantage of all of Devellano's good drafting...if Devellano
had not given in to Demers request to make the Oates trade, he might
still be GM.

Gerald
",0
1736,"From: smithw@col.hp.com (Walter Smith)
Subject: Re: Playoff predictions
Organization: Colorado Springs IT Center
Lines: 41
NNTP-Posting-Host: fajita19.cs.itc.hp.com

OK, I'll join in the fun and give my playoff predictions: 

1st round: 
----------

PITT vs NYI:  PITT in 4.  
WASH vs NJD:  WASH in 6. 

BOS  vs BUF:  BOS  in 5. 
QUE  vs MON:  MON  in 7. 

CHI  vs STL:  CHI in 4. 
DET  vs TOR:  DET in 6. 

VAN  vs WIN:  WIN in 6. 
CAL  vs  LA:  CAL in 5. 

2nd round: 
----------

PITT vs WASH: PITT in 4. 
BOS  vs MON:  BOS  in 6. 

CHI  vs DET:  CHI  in 7. 
WIN  vs CAL:  CAL  in 5. 

3rd round: 
----------

PITT vs BOS:  PITT in 5. 
CHI  vs CAL:  CHI  in 5. 

Finals:
------

PITT vs CHI: PITT in 5. 


=============================================
Walter

",0
1737,"From: Wales.Larrison@ofa123.fidonet.org
Subject: Kaliningrad (Was: Tsniimach Enterprise)
X-Sender: newtout 0.08 Feb 23 1993
Lines: 26

F.Baube[tm] writes:
>> Tsniimach Enterprise is described as a ex-military
>>establishment, ...  They are located near the NPO Energia
>>facility in Kaliningrad, outside of Moscow.
> 
>If this facility is in Kaliningrad, this is not near Moscow, it is
>in fact the ex-East Prussian Konigsberg, now a Russian enclave on
>the Baltic coast.  It is served by ships and rail, and the intrepid
>traveller in Europe would find it accessible and might even want to
>try to arrange a tour (??).
  
   Hmm... there must be two towns with the same name.  Kaliningrad,
located just North of Moscow is correct.  It is the home of several
Russian space enterprises, including NPO Energia, Krunichev, Fakel,
and Tsniimach.  The main Russian manned spacecraft control facility
is also located here.
   Kaliningrad is easily reachable by auto from Moscow, and tours
can be arranged.  Call ahead though, there are still armed military
guards at many of these facilities -- who don't speak English,
aren't well paid, and are rather bored.
   It's a very popular destination with Western space industry
types at the moment.
 ----------------------------------------------------------------
 Wales Larrison                         Space Technology Investor

--- Maximus 2.01wb
",1
1738,"From: dempsey@stsci.edu
Subject: Re: HST Servicing Mission
Distribution: na
Organization: Space Telescope Science Institute
Lines: 22

In article <1993Apr28.132251.1@stsci.edu>, zellner@stsci.edu writes:
> 
> I have never heard of any serious consideration that HST might be brought 
> down for refurbishment.  You would have the horrendous cost of transporting,

Back in January and February there were several articles (Wash Post, Time...)
saying that NASA was ""considering"" the option just as it is now ""considering""
a followup mission 6-12 months after the servicing mission.  However, the
down time was estimated to be a year+ (servicing, checkout, sceheduling
and training another shuttle, orbit verification...) and to be quite
expensive.  I think it may have been more a mental exercise than a
real plan.  Don't know.
 

----------------------------------------------------------------------------
Robert Dempsey                                 (410) 338-1334
STScI/PODPS                                                                   

""He which hath no stomach for this fight, Let him depart; his passport
shall be made, and crowns for convoy put into his purse: We would not die
in this man's company that fears his fellowship to die with us."" -Shakespeare
------------------------------------------------------------------------------
",1
1739,"Subject: Re: What planets are habitable
From: steveg@arc.ug.eds.com
Distribution: sci
Organization: EDS SCICON, GDS Solutions, Cambridge, UK
Nntp-Posting-Host: 55661
Nntp-Posting-User: steveg
Lines: 19

In article <C659w7.IyD@fs7.ece.cmu.edu>, loss@fs7.ECE.CMU.EDU (Doug Loss) writes:
> In article <JPG.93Apr27135219@holly.bnr.co.uk> jpg@bnr.co.uk (Jonathan P. Gibbons) writes:

>>I would appreciate any thoughts on what makes a planet habitable for Humans.
>>I am making asumptions that life and a similar atmosphere evolve given a range
>>of physical aspects of the planet.  The question is what physical aspects
>>simply disallow earth like conditions.
>> [deleted]

>>
>    Dandridge Cole and Isaac Asimov collaborated on a book titled,
> ""Habitable Planets for Man"" (I think) in 1964.  It should be available
> in most good libraries, or through inter-library loan.
> 

This is the high-school science version; the original Rand study by
Stephen H Dole ""Planets for Man"" gives the harder numbers & graphs &
such (but predates Michael Hart's (& later) work on continuously 
habitable zones)
",1
1740,"From: jcm@head-cfa.harvard.edu (Jonathan McDowell)
Subject: Re: STS-57 inclination?
Organization: Smithsonian Astrophysical Observatory, Cambridge, MA,  USA
Lines: 11

From article <1993May14.023220.1@vax1.tcd.ie>, by apryan@vax1.tcd.ie:
>>          Primary payload: Spacehab 1 EURECA 1-R   Inclination: 57 degrees
> I have seen elsewhere that inclination is 28 degrees. 
> Which is correct?

Hmmm... Atlantis left Eureca in a 28 degree orbit. Retrieving it is
going to be *REALLY* fun if they fly to 57 degrees. Torque that 
Canadarm! :-)

 - Jonathan

",1
1741,"From: galvint@cs.nps.navy.mil (thomas galvin)
Subject: Re: And you think ESPN shafted you?
Organization: Naval Postgraduate School, Monterey CA
Lines: 29

In article <16BB7BF12.RRHAMMER@vm.cmp.ilstu.edu> RRHAMMER@vm.cmp.ilstu.edu writes:
>Like many others I too was watching the Caps/Isles game when the went
>to the baseball game.  I too was pissed.  How could they interupt such
>an important game.  I understand about contracts, but you would think they
>would have a clause in the contract concerning important games!
>Anyway,  us BLUES (and Hawks) fans got shafted worse!  While everyone
>in the U.S. and watched the game on ABC.  However those of us who live in
>the central Illinois area were subjected to watching the Arthritus(?)
>Telethon.  The area that was most affected by the telecast did not get
>to see the game except through HAWK VISION.  This game, had it been
>televised, would have been the first home Hawks game shown in the area
>since 1980.  This television BULL*&%$ has got to stop.  We are not only
>being deprived of seeing games, due to skyrocketing ticket prices, but
>we are also being deprived of watching them on TV.
> PEACE,
> HAMMER
> 

I'm familiar with the telethon situation (an individual on CompuServe
was also victimized and was equally pissed).  That was a local
television station contract which could not be broken.  For that item,
I strongly suggest you call that affiliate and vent your anger on
them.  (Supposedly one station had told my friend that they have
received hundreds of angry calls which will translate into far less
incentive to pre-empt hockey telecasts in future.  The contract was
written when the pathetic WLAF was in that time slot.)

-Tom Galvin         galvint@taurus.cs.nps.navy.mil

",0
1742,"From: palmer@cco.caltech.edu (David M. Palmer)
Subject: Re: Gamma Ray Bursters. WHere are they.
Organization: California Institute of Technology, Pasadena
Lines: 27
NNTP-Posting-Host: alumni.caltech.edu

prb@access.digex.com (Pat) writes:
>...
>4)  we know it's not real close,  like  slightly extra solar,  because
>we have no parallax measurements on the bursts.

We can only say that they are beyond about 25 AU, due to the low
accuracy of position determination by single detectors.

>what i am wondering,  is this in people's opinion,  A NEW Physics problem.
>Einstein got well known for solvingthe photoelectric effect.   
>Copernicus,  started looking at  irregularities in planetary motion.
>Is this a big enough problem, to create a new area of physics?
>just a little speculative thinking folks.

It may be a NEW Physics problem (i.e. a problem involving new
physics).  However, the data is not good enough to rule out the >100
models which use old physics.  New physics is a big step, and is only
tolerated when there is no alternative.  For example , the Dark Matter
Problem (there's more to the universe than meets the eye) is a question
of comparable mystery to GRBs, but we have much better data regarding
it.  Theoreticians postulate new particles all the time to explain it,
but no one will actually believe that these particles are real until an
experimentalist (or several) detects them in the lab.

-- 
		David M. Palmer		palmer@alumni.caltech.edu
					palmer@tgrs.gsfc.nasa.gov
",1
1743,"From: aws@iti.org (Allen W. Sherzer)
Subject: Re: NASA ""Wraps""
Organization: Evil Geniuses for a Better Tomorrow
Lines: 91

In article <17APR199316423628@judy.uh.edu> wingo%cspara.decnet@Fedex.Msfc.Nasa.Gov writes:

>I don't care who told you this it is not generally true. I see EVERY single
>line item on a contract and I have to sign it. There is no such thing as
>wrap at this university. 

Dennis, I have worked on or written proposals worth tens of millions
of $$. Customers included government (including NASA), for profit and
non-profit companies. All expected a wrap (usually called a fee). Much
of the work involved allocating and costing the work of subcontractors.
The subcontractors where universities, for-profits, non-profits, and
even some of the NASA Centers for the Commercialization of Space. ALL
charged fees as part of the work. Down the street is one of the NASA
commercialization centers; they charge a fee.

Now, I'm sure your a competent engineer Dennis, but you clearly lack
experience in several areas. Your posts show that you don't understand
the importance of integration in large projects. You also show a lack
of understanding of costing efforts as shown by your belief that it
is reasonable to charge incremental costs for everything. This isn't
a flame, jsut a statement.

Your employer DOES charge a fee. You may not see it but you do.

>>Sounds like they are adding it to their overhead rate. Go ask your
>>costing people how much fee they add to a project.

>I did they never heard of it but suggest that, like our president did, that
>any percentage number like this is included in the overhead.

Well there you are Dennis. As I said, they simply include the fee in
their overhead. Many seoparate the fee since the fee structure can
change depending on the customer.

>No Allen you did not. You merely repeated allegations made by an Employee
>of the Overhead capital of NASA. 

Integration, Dennis, isn't overhead.

>Nothing that Reston does could not be dont
>better or cheaper at the Other NASA centers  where the work is going on.

Dennis, Reston has been the only NASA agency working to reduce costs. When
WP 02 was hemoraging out a billion $$, the centers you love so much where
doing their best to cover it up and ignore the problem. Reston was the
only place you would find people actually interested in solving the
problems and building a station.

>Kinda funny isn't it that someone who talks about a problem like this is
>at a place where everything is overhead.

When you have a bit more experience Dennis, you will realize that
integration isn't overhead. It is the single most important part
of a successful large scale effort.

>Why did the Space News artice point out that it was the congressionally
>demanded change that caused the problems? Methinks that you are being 
>selective with the facts again.

The story you refer to said that some NASA people blamed it on
Congress. Suprise suprise. The fact remains that it is the centers
you support so much who covered up the overheads and wouldn't address
the problems until the press published the story.

Are you saying the Reston managers where wrong to get NASA to address
the overruns? You approve of what the centers did to cover up the overruns?

>If it takes four flights a year to resupply the station and you have a cost
>of 500 million a flight then you pay 2 billion a year. You stated that your
>""friend"" at Reston said that with the current station they could resupply it
>for a billion a year ""if the wrap were gone"". This merely points out a 
>blatent contridiction in your numbers that understandably you fail to see.

You should know Dennis that NASA doesn't include transport costs for
resuply. That comes from the Shuttle budget. What they where saying
is that operational costs could be cut in half plus transport.

>Sorry gang but I have a deadline for a satellite so someone else is going
>to have to do Allen's math for him for a while. I will have little chance to
>do so.

I do hope you can find the time to tell us just why it was wrong of
Reston to ask that the problems with WP 02 be addressed.

  Allen

-- 
+---------------------------------------------------------------------------+
| Lady Astor:   ""Sir, if you were my husband I would poison your coffee!""   |
| W. Churchill: ""Madam, if you were my wife, I would drink it.""             |
+----------------------60 DAYS TO FIRST FLIGHT OF DCX-----------------------+
",1
1744,"From: dpapp@muskwa.ucs.ualberta.ca (Papp Denis)
Subject: Regular season 93/94 pool
Summary: pool
Nntp-Posting-Host: muskwa.ucs.ualberta.ca
Organization: University Of Alberta, Edmonton Canada
Lines: 61

1993-1994 NHL Hockey Pool
By
Denis Papp and Chris Stoochnoff
 
Rules:
 
- Pick 17 players (3 LW, 3 C, 3 RW, 3 LD, 3 RD, 2 Goalies)
  You may pick ANY 17 players from any team.
 
- Points for players are as follows:
        - 1 point per goal
        - 1 point per assist
        - 1 point per 10 PIM
 
- Points for goalies are as follows:
        - 2 points per win
        - 1 point per tie
        - 1 point per assist
        - 1 point per 5 PIM
        - 2 points per shutout
        - 100 points per goal
 
Entries:
 
-Entries can be sent (by mail or ascii text file) to Chris Stoochnoff or Denis
Papp on Hard Wired BBS (434-7996). 
-Due date for entries is the first day of regular season play. After that,
no more entries will be accepted (unless it is just slightly late. If that is
the case, there will be a small penalty applied to the team).
-internet users can send email to dpapp@muskwa.ucs.ualberta.ca
 
Prizes:
 
Prizes have not yet been considered. They could range from nothing to free
time on Hard Wired BBS or even something else (if you have any suggestions...
please feel free to put your two cents worth in).
 One idea is to get whoever is willing to to submit an equal amount of
money, and that will go to be the prize money.  The prize money will
go to the top team who has submitted to the prize pool.  A list
of all people who submit money will be posted, as well as those who
didnt - if it is done this way. 
Cost:
 
The cost... ABSOLUTELY NOTHING!!! There is absolutely no fee for this pool.
 
Note:
 
-If you have any questions, please feel free to send them to Denis Papp or
myself (Chris Stoochnoff). The players positions (ie. Brett Hull is Right
Wing) will be decided by the year book I will be using. So, if you do not
know a certain players position, or you are not completely sure what position
he plays, then ask me and I'll tell you.
 
-And for a great time, call the Hard Wired BBS at (403)-434-7996 (this will be
the location where the pool standings will be displayed).
 
Internet Users:
 
-To contact Denis Papp, just email (dpapp@muskwa.ucs.ualberta.ca). Standings
will be distributed by email as well.

",0
1745,"From: co398@cleveland.Freenet.Edu (Theodore G. Benjamin)
Subject: Re: Radio stations
Organization: Case Western Reserve University, Cleveland, Ohio (USA)
Lines: 23
NNTP-Posting-Host: hela.ins.cwru.edu


In messge 51890 on Mon Apr 19 15:46:40 1993, greanias@texas.mitre.org (Steve Greanias) wrote:

>        I do not have cable and on the nights the Caps don't 
>play, I would like to tune in other games.  Does anyone have a 
>list of the radio stations which broadcast the games for the NHL
>teams?

Here are the ones I can remember offhand:

     KDKA    1020 AM   Pittsburgh Penguins
     WABC     770 AM   New Jersey Devils
     WBBM     780 AM   Chicago Blackhawks
     WJM (?)  720 AM   Detroit Redwings
     KMOX    1120 AM   St. Louis Blues

Are the Flyers on 1210?
That's all I can think of.
-- 
 _|__                                Ted Benjamin
<_|__+     GO CARDS!!    GO CAVS!!   tedb@tyrell.msfc.nasa.gov
__|___>    GO BLUES!!    GO VOLS!!   (205) 544 - 9402
  |___     GO BROWNS!! (A 4-Line sig can cramp one's art.)
",0
